Country,Year,Suicide_per_100k
DNK,1975,19.8
DNK,1976,18.7
DNK,1977,18.6
DNK,1978,19.7
DNK,1979,21
DNK,1980,23.6
DNK,1981,22.3
DNK,1982,21.9
DNK,1983,20.7
DNK,1984,21.5
DNK,1985,20.9
DNK,1986,20.3
DNK,1987,19.9
DNK,1988,18.7
DNK,1989,19.6
DNK,1990,15.9
DNK,1991,14.6
DNK,1992,14.7
DNK,1993,14.9
DNK,1994,11.3
DNK,1995,10.7
DNK,1996,9.4
DNK,1997,9.3
DNK,1998,7.7
DNK,1999,7.2
DNK,2000,6.8
DNK,2001,7.6
DNK,2002,6.3
DNK,2003,5.4
DNK,2004,6.8
DNK,2005,6
DNK,2006,6.1
DNK,2007,6
DNK,2008,6.3
DNK,2009,4.7
DNK,2010,5.3
DNK,2011,5
DNK,2012,5.4
DNK,2013,5.3
DNK,2014,5.2
DNK,2015,5.6
DNK,2016,4.7
DNK,2017,5.2
DNK,2018,5
FIN,1960,41.9
FIN,1961,43.4
FIN,1962,43.5
FIN,1963,39.1
FIN,1964,41.1
FIN,1965,40.4
FIN,1966,37.8
FIN,1967,41.1
FIN,1968,44.4
FIN,1969,46.2
FIN,1970,40.6
FIN,1971,40.4
FIN,1972,45
FIN,1973,42.7
FIN,1974,44.4
FIN,1975,45.1
FIN,1976,45.9
FIN,1977,45.4
FIN,1978,47.5
FIN,1979,44
FIN,1980,43.5
FIN,1981,41.4
FIN,1982,40.3
FIN,1983,41.3
FIN,1984,43.8
FIN,1985,42.5
FIN,1986,45.2
FIN,1987,46.1
FIN,1988,47
FIN,1989,48.9
FIN,1990,50.8
FIN,1991,50.1
FIN,1992,47.5
FIN,1993,45.8
FIN,1994,44.3
FIN,1995,43.7
FIN,1996,38.7
FIN,1997,41.8
FIN,1998,38.9
FIN,1999,38.3
FIN,2000,34.4
FIN,2001,36.6
FIN,2002,32.7
FIN,2003,31.8
FIN,2004,31.6
FIN,2005,28
FIN,2006,30.5
FIN,2007,28.5
FIN,2008,30.2
FIN,2009,28.6
FIN,2010,26.8
FIN,2011,26.3
FIN,2012,24.2
FIN,2013,24.4
FIN,2014,21.9
FIN,2016,22.2
FIN,2017,22
FIN,2018,22
FIN,1960,10.2
FIN,1961,10.2
FIN,1962,10.9
FIN,1963,9
FIN,1964,10.7
FIN,1965,9.1
FIN,1966,10.1
FIN,1967,9.3
FIN,1968,10.5
FIN,1969,11.1
FIN,1970,10
FIN,1971,9.8
FIN,1972,10.3
FIN,1973,10.8
FIN,1974,10.9
FIN,1975,10.9
FIN,1976,10.4
FIN,1977,11
FIN,1978,10.1
FIN,1979,10.2
FIN,1980,10.7
FIN,1981,9.7
FIN,1982,10.8
FIN,1983,10
FIN,1984,10.2
FIN,1985,10
FIN,1986,11.4
FIN,1987,11.7
FIN,1988,11.8
FIN,1989,11.5
FIN,1990,12.3
FIN,1991,11.7
FIN,1992,11.3
FIN,1993,11.1
FIN,1994,11.7
FIN,1995,11.7
FIN,1996,10.6
FIN,1997,10.6
FIN,1998,9.9
FIN,1999,9.4
FIN,2000,10.8
FIN,2001,9.9
FIN,2002,9.9
FIN,2003,9.4
FIN,2004,9.3
FIN,2005,9.8
FIN,2006,9.2
FIN,2007,8.7
FIN,2008,8.4
FIN,2009,9.8
FIN,2010,8.3
FIN,2011,7.1
FIN,2012,7.6
FIN,2013,7.8
FIN,2014,6.7
FIN,2016,6
FIN,2017,7.5
FIN,2018,6.8
FRA,1960,30.7
FRA,1961,31.3
FRA,1962,29.5
FRA,1963,30.6
FRA,1964,28.7
FRA,1965,29.4
FRA,1966,29.8
FRA,1967,29.9
FRA,1968,28.3
FRA,1969,28.6
FRA,1970,27.9
FRA,1971,27.5
FRA,1972,28.6
FRA,1973,27.8
FRA,1974,27.5
FRA,1975,27.4
FRA,1976,27.1
FRA,1977,27.3
FRA,1978,29.2
FRA,1979,31.3
FRA,1980,32.5
FRA,1981,32.6
FRA,1982,35.1
FRA,1983,36.3
FRA,1984,36.7
FRA,1985,37.5
FRA,1986,38
FRA,1987,35.6
FRA,1988,33.7
FRA,1989,33.7
FRA,1990,32.8
FRA,1991,32.3
FRA,1992,32.9
FRA,1993,33.9
FRA,1994,33.5
FRA,1995,32.2
FRA,1996,30.4
FRA,1997,29.9
FRA,1998,29
FRA,1999,27.6
FRA,2000,29.3
FRA,2001,27.9
FRA,2002,27.8
FRA,2003,28.6
FRA,2004,27.5
FRA,2005,27.1
FRA,2006,26
FRA,2007,25.2
FRA,2008,25.6
FRA,2009,25.8
FRA,2010,25.2
FRA,2011,25.4
FRA,2012,23.6
FRA,2013,23.1
FRA,2014,21.1
FRA,2015,21.8
FRA,2016,20.2
FRA,1960,8.7
FRA,1961,8.2
FRA,1962,8
FRA,1963,8.2
FRA,1964,8.4
FRA,1965,8
FRA,1966,8.8
FRA,1967,8.6
FRA,1968,9.1
FRA,1969,9
FRA,1970,8.9
FRA,1971,9.2
FRA,1972,9.8
FRA,1973,9.2
FRA,1974,9.3
FRA,1975,9.4
FRA,1976,9.4
FRA,1977,10.3
FRA,1978,10.3
FRA,1979,10.9
FRA,1980,11.4
FRA,1981,11.3
FRA,1982,12
FRA,1983,12.5
FRA,1984,12.7
FRA,1985,13
FRA,1986,13.3
FRA,1987,12.7
FRA,1988,11.9
FRA,1989,11.7
FRA,1990,11.1
FRA,1991,11.2
FRA,1992,10.8
FRA,1993,11.4
FRA,1994,10.5
FRA,1995,10.5
FRA,1996,10.2
FRA,1997,9.9
FRA,1998,9
FRA,1999,9.1
FRA,2000,9.1
FRA,2001,8.9
FRA,2002,9.2
FRA,2003,8.8
FRA,2004,9.1
FRA,2005,8.8
FRA,2006,8.5
FRA,2007,8
FRA,2008,8
FRA,2009,8
FRA,2010,7.9
FRA,2011,7.5
FRA,2012,6.8
FRA,2013,6.7
FRA,2014,6.2
FRA,2015,5.8
FRA,2016,5.5
DEU,1990,26.7
DEU,1991,26.7
DEU,1992,25.6
DEU,1993,24.4
DEU,1994,24.5
DEU,1995,24.6
DEU,1996,23
DEU,1997,23.1
DEU,1998,22.4
DEU,1999,20.8
DEU,2000,20.8
DEU,2001,20.7
DEU,2002,20.3
DEU,2003,20.4
DEU,2004,19.5
DEU,2005,18.3
DEU,2006,17.3
DEU,2007,16.5
DEU,2008,16.5
DEU,2009,16.7
DEU,2010,17.3
DEU,2011,17.4
DEU,2012,16.4
DEU,2013,17.2
DEU,2014,17.3
DEU,2015,16.5
DEU,2016,16.3
DEU,2017,15.3
DEU,2018,15.4
DEU,2019,14.7
DEU,1990,9.6
DEU,1991,9.5
DEU,1992,8.9
DEU,1993,8.1
DEU,1994,7.8
DEU,1995,7.9
DEU,1996,7.5
DEU,1997,7.3
DEU,1998,6.6
DEU,1999,6.5
DEU,2000,6.2
DEU,2001,6.2
DEU,2002,6.3
DEU,2003,6.2
DEU,2004,5.7
DEU,2005,5.6
DEU,2006,5.2
DEU,2007,4.8
DEU,2008,4.9
DEU,2009,4.8
DEU,2010,5.1
DEU,2011,5
DEU,2012,5.2
DEU,2013,5.3
DEU,2014,5.2
DEU,2015,5.4
DEU,2016,4.9
DEU,2017,4.4
DEU,2018,4.5
DEU,2019,4.3
GRC,1961,7.6
GRC,1962,5.5
GRC,1963,6.3
GRC,1964,6
GRC,1965,5.4
GRC,1966,5.1
GRC,1967,6.1
GRC,1968,6.8
GRC,1969,6.2
GRC,1970,5.4
GRC,1971,5.8
GRC,1972,4.8
GRC,1973,4.9
GRC,1974,5.4
GRC,1975,4
GRC,1976,4.6
GRC,1977,5.4
GRC,1978,4.9
GRC,1979,4.4
GRC,1980,5.5
GRC,1981,5.2
GRC,1982,5.6
GRC,1983,6
GRC,1984,6.3
GRC,1985,6.2
GRC,1986,6.4
GRC,1987,6.6
GRC,1988,6.2
GRC,1989,6
GRC,1990,5.7
GRC,1991,6.3
GRC,1992,5.7
GRC,1993,6.2
GRC,1994,5.6
GRC,1995,6.1
GRC,1996,5.6
GRC,1997,6.1
GRC,1998,5.9
GRC,1999,5.6
GRC,2000,5.5
GRC,2001,5.2
GRC,2002,4.6
GRC,2003,5.5
GRC,2004,5.1
GRC,2005,5.7
GRC,2006,5.6
GRC,2007,4.6
GRC,2008,5.2
GRC,2009,5.6
GRC,2010,5.6
GRC,2011,6.6
GRC,2012,7.1
GRC,2013,7.5
GRC,2014,7.8
GRC,2015,7.4
GRC,2016,7
GRC,2017,7.3
GRC,2018,7.7
GRC,1961,3.2
GRC,1962,2.7
GRC,1963,3
GRC,1964,2
GRC,1965,2.3
GRC,1966,2.5
GRC,1967,2.5
GRC,1968,2.2
GRC,1969,2.4
GRC,1970,2
GRC,1971,2.2
GRC,1972,1.7
GRC,1973,2.1
GRC,1974,2.5
GRC,1975,2.2
GRC,1976,1.9
GRC,1977,2.1
GRC,1978,1.8
GRC,1979,2
GRC,1980,2
GRC,1981,2.1
GRC,1982,2.2
GRC,1983,2.1
GRC,1984,2.2
GRC,1985,2.6
GRC,1986,2
GRC,1987,2.3
GRC,1988,2.3
GRC,1989,2.1
GRC,1990,1.5
GRC,1991,1.6
GRC,1992,1.4
GRC,1993,1.9
GRC,1994,1.3
GRC,1995,1.1
GRC,1996,1.1
GRC,1997,1
GRC,1998,1.5
GRC,1999,1.4
GRC,2000,1.4
GRC,2001,0.8
GRC,2002,1.1
GRC,2003,1.2
GRC,2004,1.1
GRC,2005,1.3
GRC,2006,1.2
GRC,2007,1
GRC,2008,1
GRC,2009,0.9
GRC,2010,0.7
GRC,2011,1.4
GRC,2012,1.5
GRC,2013,1.8
GRC,2014,1.9
GRC,2015,1.7
GRC,2016,1.4
GRC,2017,1.6
GRC,2018,2
HUN,1960,44.1
HUN,1961,45.2
HUN,1962,44.1
HUN,1963,47.4
HUN,1964,50.2
HUN,1965,51.9
HUN,1966,50.8
HUN,1967,54
HUN,1968,57.6
HUN,1969,56.5
HUN,1970,59.4
HUN,1971,61.2
HUN,1972,61.5
HUN,1973,63.7
HUN,1974,69.1
HUN,1975,64.9
HUN,1976,67.5
HUN,1977,64.6
HUN,1978,70.7
HUN,1979,74.6
HUN,1980,75.2
HUN,1981,74.6
HUN,1982,72.4
HUN,1983,77
HUN,1984,77.2
HUN,1985,77.2
HUN,1986,75
HUN,1987,74.9
HUN,1988,65.6
HUN,1989,69.1
HUN,1990,68.7
HUN,1991,65.1
HUN,1992,66.3
HUN,1993,61.7
HUN,1994,61.7
HUN,1995,56.2
HUN,1996,56.2
HUN,1997,54.6
HUN,1998,54.2
HUN,1999,58.7
HUN,2000,55.9
HUN,2001,50.6
HUN,2002,48.4
HUN,2003,47.2
HUN,2004,45.8
HUN,2005,44.5
HUN,2006,39.7
HUN,2007,40.7
HUN,2008,41.3
HUN,2009,40.4
HUN,2010,41.1
HUN,2011,38.8
HUN,2012,38
HUN,2013,33.1
HUN,2014,30.7
HUN,2015,29.4
HUN,2016,27.5
HUN,2017,26.1
HUN,2018,27
HUN,2019,24.1
HUN,1960,17.4
HUN,1961,17.7
HUN,1962,17.4
HUN,1963,19
HUN,1964,19.6
HUN,1965,20.4
HUN,1966,19.9
HUN,1967,20.2
HUN,1968,21.3
HUN,1969,20.8
HUN,1970,21.3
HUN,1971,22.9
HUN,1972,22.6
HUN,1973,22.4
HUN,1974,24.5
HUN,1975,23
HUN,1976,25.5
HUN,1977,26.7
HUN,1978,27.9
HUN,1979,27.6
HUN,1980,27.9
HUN,1981,29.6
HUN,1982,26.7
HUN,1983,27.1
HUN,1984,26.3
HUN,1985,23.5
HUN,1986,26.2
HUN,1987,25.8
HUN,1988,25.6
HUN,1989,23
HUN,1990,21.4
HUN,1991,20.6
HUN,1992,19.4
HUN,1993,17.8
HUN,1994,16.5
HUN,1995,16.1
HUN,1996,16.3
HUN,1997,14.7
HUN,1998,13.9
HUN,1999,14.3
HUN,2000,14.5
HUN,2001,12.2
HUN,2002,11.4
HUN,2003,11
HUN,2004,11.2
HUN,2005,10.1
HUN,2006,10.3
HUN,2007,9.5
HUN,2008,9.5
HUN,2009,9.5
HUN,2010,9.2
HUN,2011,9.6
HUN,2012,9.1
HUN,2013,8.4
HUN,2014,7.5
HUN,2015,7.8
HUN,2016,7.3
HUN,2017,6.5
HUN,2018,6.2
HUN,2019,6.5
ISL,1960,11.7
ISL,1961,19.5
ISL,1962,17.4
ISL,1963,16.6
ISL,1964,21
ISL,1965,29.2
ISL,1966,40.4
ISL,1967,35.9
ISL,1968,16.6
ISL,1969,17.7
ISL,1970,29.2
ISL,1971,10.3
ISL,1972,14.6
ISL,1973,26.1
ISL,1974,16.8
ISL,1975,15.5
ISL,1976,16.7
ISL,1977,18.1
ISL,1978,21.3
ISL,1979,27.3
ISL,1980,14.1
ISL,1981,11.1
ISL,1982,12.7
ISL,1983,33.3
ISL,1984,35.1
ISL,1985,22.6
ISL,1986,22.5
ISL,1987,20.9
ISL,1988,27.3
ISL,1989,13
ISL,1990,27.6
ISL,1991,24.1
ISL,1992,18.1
ISL,1993,15.1
ISL,1994,16.5
ISL,1995,17.2
ISL,1996,22.5
ISL,1997,22.3
ISL,1998,17.9
ISL,1999,17.2
ISL,2000,29.8
ISL,2001,19.9
ISL,2002,13.9
ISL,2003,14.6
ISL,2004,18.8
ISL,2005,16.1
ISL,2006,14.1
ISL,2007,19.2
ISL,2008,16.9
ISL,2009,18.7
ISL,2010,23.1
ISL,2011,14.1
ISL,2012,16.6
ISL,2013,23
ISL,2014,21
ISL,2015,17.6
ISL,2016,21.5
ISL,2017,17.7
ISL,2018,16.2
ISL,2019,17.4
ISL,1960,9.1
ISL,1961,7.1
ISL,1962,5.6
ISL,1963,4.2
ISL,1964,2.7
ISL,1965,4
ISL,1966,8.2
ISL,1967,10.3
ISL,1968,2.9
ISL,1969,7.8
ISL,1970,5.5
ISL,1971,2.8
ISL,1972,6.8
ISL,1973,6.8
ISL,1974,8.1
ISL,1975,10
ISL,1976,5.2
ISL,1977,4.3
ISL,1978,3.2
ISL,1979,4.8
ISL,1980,11.2
ISL,1981,4.3
ISL,1982,7.4
ISL,1983,7.5
ISL,1984,7.7
ISL,1985,8.1
ISL,1986,12.8
ISL,1987,14.5
ISL,1988,5.2
ISL,1989,5.8
ISL,1990,4.7
ISL,1991,7.1
ISL,1992,4.6
ISL,1993,6.5
ISL,1994,3.5
ISL,1995,4
ISL,1996,4.5
ISL,1997,5.4
ISL,1998,5.1
ISL,1999,5.5
ISL,2000,6.3
ISL,2001,5.9
ISL,2002,6.6
ISL,2003,4.9
ISL,2004,6.6
ISL,2005,6.7
ISL,2006,7.2
ISL,2007,4.6
ISL,2008,7.7
ISL,2009,4.6
ISL,2010,6.6
ISL,2011,3.2
ISL,2012,7
ISL,2013,9
ISL,2014,6.9
ISL,2015,6.7
ISL,2016,2.4
ISL,2017,1.3
ISL,2018,2.7
ISL,2019,4
IRL,1960,5
IRL,1961,6
IRL,1962,3.5
IRL,1963,4.6
IRL,1964,4.2
IRL,1965,3.7
IRL,1966,4.6
IRL,1967,4.5
IRL,1968,4.7
IRL,1969,3.3
IRL,1970,3.6
IRL,1971,5
IRL,1972,5.3
IRL,1973,6.1
IRL,1974,7.4
IRL,1975,7.8
IRL,1976,9.7
IRL,1977,7
IRL,1978,7.8
IRL,1979,9.9
IRL,1980,10.3
IRL,1981,11
IRL,1982,12.3
IRL,1983,13.2
IRL,1984,11.2
IRL,1985,14.1
IRL,1986,14.2
IRL,1987,12.4
IRL,1988,12.8
IRL,1989,14.1
IRL,1990,16.6
IRL,1991,17.7
IRL,1992,18.9
IRL,1993,15.9
IRL,1994,18.3
IRL,1995,19.1
IRL,1996,20
IRL,1997,21
IRL,1998,23.5
IRL,1999,19
IRL,2000,20.3
IRL,2001,21.5
IRL,2002,18.7
IRL,2003,18
IRL,2004,19.3
IRL,2005,17.3
IRL,2006,17.4
IRL,2007,16.4
IRL,2008,17.3
IRL,2009,18.8
IRL,2010,17.2
IRL,2011,20.5
IRL,2012,20.2
IRL,2013,17.7
IRL,2014,17.8
IRL,2015,15
IRL,1960,2.1
IRL,1961,1.6
IRL,1962,0.9
IRL,1963,1.4
IRL,1964,0.9
IRL,1965,0.6
IRL,1966,1.4
IRL,1967,1.5
IRL,1968,1.2
IRL,1969,1.2
IRL,1970,0.7
IRL,1971,1.9
IRL,1972,2.1
IRL,1973,2.3
IRL,1974,2.1
IRL,1975,3.5
IRL,1976,4.1
IRL,1977,4
IRL,1978,4.1
IRL,1979,3.5
IRL,1980,5.3
IRL,1981,4.9
IRL,1982,4.6
IRL,1983,5.8
IRL,1984,4.7
IRL,1985,4.2
IRL,1986,4.6
IRL,1987,4.1
IRL,1988,5
IRL,1989,4.4
IRL,1990,5.4
IRL,1991,4.2
IRL,1992,3.8
IRL,1993,4.3
IRL,1994,5.7
IRL,1995,5
IRL,1996,3.6
IRL,1997,5.2
IRL,1998,4.1
IRL,1999,4.6
IRL,2000,4.3
IRL,2001,4.3
IRL,2002,4.2
IRL,2003,5
IRL,2004,3.8
IRL,2005,4.3
IRL,2006,3.9
IRL,2007,4.5
IRL,2008,5.6
IRL,2009,4.7
IRL,2010,4.5
IRL,2011,4.1
IRL,2012,4.2
IRL,2013,4.2
IRL,2014,3.8
IRL,2015,3.9
ITA,1960,11
ITA,1961,10
ITA,1962,9.9
ITA,1963,9.4
ITA,1964,10
ITA,1965,10.1
ITA,1966,9.5
ITA,1967,10.2
ITA,1968,9.9
ITA,1969,9.8
ITA,1970,10.2
ITA,1971,10.3
ITA,1972,10.4
ITA,1973,10.4
ITA,1974,9.1
ITA,1975,9.6
ITA,1976,9.6
ITA,1977,10.7
ITA,1978,11.1
ITA,1979,11.4
ITA,1980,11.8
ITA,1981,11.4
ITA,1982,12.6
ITA,1983,12.9
ITA,1984,13.1
ITA,1985,14
ITA,1986,13.4
ITA,1987,13.2
ITA,1988,12.6
ITA,1989,12.3
ITA,1990,12.5
ITA,1991,12.3
ITA,1992,12.7
ITA,1993,13.3
ITA,1994,12.7
ITA,1995,12.7
ITA,1996,12.6
ITA,1997,12.8
ITA,1998,12.4
ITA,1999,11.1
ITA,2000,10.9
ITA,2001,10.8
ITA,2002,10.9
ITA,2003,10.6
ITA,2004,10.4
ITA,2005,9.5
ITA,2006,9.4
ITA,2007,9.4
ITA,2008,9.6
ITA,2009,9.8
ITA,2010,9.8
ITA,2011,10.5
ITA,2012,10.5
ITA,2013,10.3
ITA,2014,9.8
ITA,2015,9.4
ITA,2016,9.2
ITA,2017,9.3
ITA,1960,4.2
ITA,1961,3.7
ITA,1962,3.5
ITA,1963,3.6
ITA,1964,3.5
ITA,1965,3.5
ITA,1966,3.4
ITA,1967,3.5
ITA,1968,3.4
ITA,1969,3.6
ITA,1970,3.8
ITA,1971,3.9
ITA,1972,3.9
ITA,1973,3.7
ITA,1974,3.7
ITA,1975,3.7
ITA,1976,3.7
ITA,1977,4
ITA,1978,3.9
ITA,1979,4.4
ITA,1980,4.7
ITA,1981,4.1
ITA,1982,4.5
ITA,1983,4.4
ITA,1984,4.6
ITA,1985,4.7
ITA,1986,4.7
ITA,1987,4.2
ITA,1988,4.2
ITA,1989,4
ITA,1990,3.9
ITA,1991,4
ITA,1992,3.9
ITA,1993,3.7
ITA,1994,3.5
ITA,1995,3.6
ITA,1996,3.8
ITA,1997,3.5
ITA,1998,3.2
ITA,1999,3.1
ITA,2000,3.2
ITA,2001,2.9
ITA,2002,2.8
ITA,2003,2.9
ITA,2004,2.8
ITA,2005,2.7
ITA,2006,2.5
ITA,2007,2.5
ITA,2008,2.6
ITA,2009,2.5
ITA,2010,2.4
ITA,2011,2.4
ITA,2012,2.6
ITA,2013,2.7
ITA,2014,2.6
ITA,2015,2.4
ITA,2016,2.2
ITA,2017,2.3
JPN,1960,33.4
JPN,1961,31.1
JPN,1962,28.6
JPN,1963,26.9
JPN,1964,25.6
JPN,1965,25.3
JPN,1966,25
JPN,1967,23.1
JPN,1968,24.5
JPN,1969,24.7
JPN,1970,25.9
JPN,1971,25.3
JPN,1972,27.2
JPN,1973,27.9
JPN,1974,27.5
JPN,1975,28.8
JPN,1976,27.4
JPN,1977,28.4
JPN,1978,28.1
JPN,1979,28.3
JPN,1980,27.3
JPN,1981,27.1
JPN,1982,27.4
JPN,1983,34.4
JPN,1984,32.7
JPN,1985,30.6
JPN,1986,32.3
JPN,1987,29.4
JPN,1988,27.2
JPN,1989,24.4
JPN,1990,22.9
JPN,1991,22.5
JPN,1992,24
JPN,1993,23.6
JPN,1994,24.1
JPN,1995,24
JPN,1996,24.6
JPN,1997,26
JPN,1998,35.6
JPN,1999,35.4
JPN,2000,33.6
JPN,2001,32.5
JPN,2002,33.1
JPN,2003,35.6
JPN,2004,33.4
JPN,2005,33.6
JPN,2006,32.3
JPN,2007,33
JPN,2008,32.4
JPN,2009,33.4
JPN,2010,31.4
JPN,2011,29.9
JPN,2012,27.8
JPN,2013,27.2
JPN,2014,25.4
JPN,2015,24.2
JPN,2016,22.1
JPN,2017,21.7
JPN,2018,21
JPN,1960,22.9
JPN,1961,21.5
JPN,1962,19.3
JPN,1963,17.7
JPN,1964,17.5
JPN,1965,17
JPN,1966,17.5
JPN,1967,16.4
JPN,1968,17.2
JPN,1969,17.1
JPN,1970,17.5
JPN,1971,17.4
JPN,1972,18.5
JPN,1973,18.9
JPN,1974,19.3
JPN,1975,18.3
JPN,1976,17.6
JPN,1977,17
JPN,1978,16.4
JPN,1979,16.4
JPN,1980,15.5
JPN,1981,14.5
JPN,1982,14.4
JPN,1983,15.4
JPN,1984,15.1
JPN,1985,14.6
JPN,1986,16.3
JPN,1987,14.8
JPN,1988,14.5
JPN,1989,13.7
JPN,1990,12.7
JPN,1991,11.8
JPN,1992,11.5
JPN,1993,10.7
JPN,1994,10.3
JPN,1995,10.6
JPN,1996,10.6
JPN,1997,10.9
JPN,1998,13.3
JPN,1999,12.6
JPN,2000,11.8
JPN,2001,11.3
JPN,2002,11.2
JPN,2003,11.8
JPN,2004,11.2
JPN,2005,11.4
JPN,2006,11.6
JPN,2007,11.9
JPN,2008,11.9
JPN,2009,11.7
JPN,2010,11.5
JPN,2011,12.4
JPN,2012,10.8
JPN,2013,10.6
JPN,2014,10.2
JPN,2015,9.3
JPN,2016,8.6
JPN,2017,8.4
JPN,2018,8.6
KOR,1985,17.6
KOR,1986,16.7
KOR,1987,15.4
KOR,1988,12.5
KOR,1989,13.1
KOR,1990,13.3
KOR,1991,12.4
KOR,1992,14.2
KOR,1993,17
KOR,1994,17.5
KOR,1995,19.2
KOR,1996,23
KOR,1997,24.1
KOR,1998,34.4
KOR,1999,28
KOR,2000,25.6
KOR,2001,28.1
KOR,2002,34.9
KOR,2003,44.3
KOR,2004,45.2
KOR,2005,45.4
KOR,2006,40
KOR,2007,42.2
KOR,2008,41.9
KOR,2009,48.3
KOR,2010,49.6
KOR,2011,50
KOR,2012,43.2
KOR,2013,43.3
KOR,2014,40.1
KOR,2015,39.5
KOR,2016,37.4
KOR,2017,35.1
KOR,2018,37.6
KOR,2019,36.5
KOR,1985,5.9
KOR,1986,5.1
KOR,1987,5.1
KOR,1988,4.7
KOR,1989,5
KOR,1990,5.1
KOR,1991,5
KOR,1992,5.6
KOR,1993,6.7
KOR,1994,7.1
KOR,1995,7.6
KOR,1996,9
KOR,1997,9.2
KOR,1998,11.8
KOR,1999,10.4
KOR,2000,9.8
KOR,2001,10.4
KOR,2002,13.7
KOR,2003,16.6
KOR,2004,17.8
KOR,2005,18.7
KOR,2006,16.1
KOR,2007,19.5
KOR,2008,19.4
KOR,2009,22.8
KOR,2010,21.4
KOR,2011,20.2
KOR,2012,17.8
KOR,2013,16.8
KOR,2014,15.4
KOR,2015,14.7
KOR,2016,14.1
KOR,2017,12.8
KOR,2018,13.7
KOR,2019,14.6
LUX,1967,18.4
LUX,1968,21
LUX,1969,25.7
LUX,1970,25.7
LUX,1971,26.2
LUX,1972,21.9
LUX,1973,21.5
LUX,1974,20.7
LUX,1975,16.9
LUX,1976,20.4
LUX,1977,23.9
LUX,1978,29
LUX,1979,31.8
LUX,1980,23.1
LUX,1981,25.8
LUX,1982,36.3
LUX,1983,38.4
LUX,1984,27.8
LUX,1985,25.1
LUX,1986,21.9
LUX,1987,24.6
LUX,1988,29
LUX,1989,31.2
LUX,1990,26.2
LUX,1991,29.9
LUX,1992,16.1
LUX,1993,26
LUX,1994,34.4
LUX,1995,23.9
LUX,1996,27.3
LUX,1997,33.2
LUX,1998,24.4
LUX,1999,24.1
LUX,2000,24.1
LUX,2001,24.3
LUX,2002,30.2
LUX,2003,19.6
LUX,2004,21.4
LUX,2005,18.9
LUX,2006,21.3
LUX,2007,23.3
LUX,2008,14.7
LUX,2009,14.2
LUX,2010,17.1
LUX,2011,14.2
LUX,2012,14.8
LUX,2013,9.1
LUX,2014,18.3
LUX,2015,15.9
LUX,2016,11
LUX,2017,12.3
LUX,2018,13.3
LUX,1967,9.9
LUX,1968,5.2
LUX,1969,8.1
LUX,1970,7.8
LUX,1971,5.3
LUX,1972,9.7
LUX,1973,7.9
LUX,1974,7.3
LUX,1975,6.6
LUX,1976,9.8
LUX,1977,9.8
LUX,1978,9.5
LUX,1979,13.8
LUX,1980,6.9
LUX,1981,8.8
LUX,1982,9.9
LUX,1983,11.7
LUX,1984,11.4
LUX,1985,8.8
LUX,1986,7
LUX,1987,14.8
LUX,1988,8.4
LUX,1989,9.7
LUX,1990,10.7
LUX,1991,11.4
LUX,1992,15
LUX,1993,7.7
LUX,1994,6.6
LUX,1995,8.5
LUX,1996,9
LUX,1997,9.6
LUX,1998,7.1
LUX,1999,9.5
LUX,2000,7
LUX,2001,9.8
LUX,2002,9.9
LUX,2003,3.6
LUX,2004,6.9
LUX,2005,4.1
LUX,2006,7.4
LUX,2007,10.2
LUX,2008,3.1
LUX,2009,4.5
LUX,2010,4.2
LUX,2011,6.6
LUX,2012,4.3
LUX,2013,5.6
LUX,2014,5.3
LUX,2015,6.6
LUX,2016,3.5
LUX,2017,4.8
LUX,2018,3.2
MEX,1969,2
MEX,1970,3.2
MEX,1971,1.9
MEX,1972,2
MEX,1973,1.8
MEX,1979,4.7
MEX,1980,3.7
MEX,1981,4.4
MEX,1982,4.6
MEX,1983,3.9
MEX,1984,3.7
MEX,1985,5.5
MEX,1986,6.1
MEX,1987,5.8
MEX,1988,5.8
MEX,1989,6.3
MEX,1990,6.4
MEX,1991,6.4
MEX,1992,6.8
MEX,1993,7.3
MEX,1994,7.7
MEX,1995,8.1
MEX,1996,7.5
MEX,1997,7.7
MEX,1998,7.6
MEX,1999,7.3
MEX,2000,7.9
MEX,2001,8.1
MEX,2002,7.8
MEX,2003,8.2
MEX,2004,8.2
MEX,2005,8.8
MEX,2006,8.2
MEX,2007,7.9
MEX,2008,8.2
MEX,2009,8.7
MEX,2010,8.7
MEX,2011,8.9
MEX,2012,8.3
MEX,2013,8.8
MEX,2014,9.6
MEX,2015,9.5
MEX,2016,9.5
MEX,2017,9.6
MEX,1969,0.3
MEX,1970,0.6
MEX,1971,0.4
MEX,1972,0.4
MEX,1973,0.3
MEX,1979,0.9
MEX,1980,0.7
MEX,1981,1
MEX,1982,0.9
MEX,1983,0.8
MEX,1984,0.5
MEX,1985,0.8
MEX,1986,0.8
MEX,1987,0.9
MEX,1988,0.8
MEX,1989,0.9
MEX,1990,0.8
MEX,1991,0.9
MEX,1992,1
MEX,1993,0.9
MEX,1994,1
MEX,1995,1
MEX,1996,1
MEX,1997,1.1
MEX,1998,1.1
MEX,1999,1
MEX,2000,1.1
MEX,2001,1.4
MEX,2002,1.3
MEX,2003,1.4
MEX,2004,1.3
MEX,2005,1.4
MEX,2006,1.3
MEX,2007,1.4
MEX,2008,1.5
MEX,2009,1.6
MEX,2010,1.5
MEX,2011,1.7
