Country,Year,Suicide_per_100k
AUS,1960,13.1
AUS,1961,14.5
AUS,1962,16.9
AUS,1963,19.2
AUS,1964,17.8
AUS,1965,18
AUS,1966,17.4
AUS,1967,18.4
AUS,1968,15.6
AUS,1969,14.9
AUS,1970,15
AUS,1971,16.3
AUS,1972,15
AUS,1973,13.8
AUS,1974,14.1
AUS,1975,13
AUS,1976,12.6
AUS,1977,12.9
AUS,1978,12.7
AUS,1979,13
AUS,1980,12.3
AUS,1981,12.5
AUS,1982,12.9
AUS,1983,12.1
AUS,1984,12.2
AUS,1985,12.6
AUS,1986,13.6
AUS,1987,14.2
AUS,1988,13.8
AUS,1989,12.9
AUS,1990,13.4
AUS,1991,13.7
AUS,1992,13.3
AUS,1993,11.9
AUS,1994,13.1
AUS,1995,12.2
AUS,1996,13.5
AUS,1997,14.5
AUS,1998,14.1
AUS,1999,13.3
AUS,2000,12.6
AUS,2001,12.8
AUS,2002,11.9
AUS,2003,10.9
AUS,2004,10.6
AUS,2006,10.5
AUS,2007,10.6
AUS,2008,10.9
AUS,2009,10.7
AUS,2010,10.9
AUS,2011,10.7
AUS,2012,11.4
AUS,2013,11.3
AUS,2014,12.5
AUS,2015,13.1
AUS,2016,12.1
AUS,2017,13
AUS,2018,12.3
AUT,1960,24.2
AUT,1961,23.2
AUT,1962,23.8
AUT,1963,23
AUT,1964,24.1
AUT,1965,24.4
AUT,1966,24.6
AUT,1967,24
AUT,1968,23.7
AUT,1969,24.3
AUT,1970,26.4
AUT,1971,24.9
AUT,1972,25.5
AUT,1973,24.2
AUT,1974,25.7
AUT,1975,26.1
AUT,1976,24.4
AUT,1977,25.8
AUT,1978,26.1
AUT,1979,26.5
AUT,1980,26.9
AUT,1981,27.9
AUT,1982,28.5
AUT,1983,27.9
AUT,1984,27.6
AUT,1985,28.1
AUT,1986,28.7
AUT,1987,27.6
AUT,1988,24.6
AUT,1989,25.1
AUT,1990,23.9
AUT,1991,22.9
AUT,1992,22.6
AUT,1993,21.7
AUT,1994,22.5
AUT,1995,22.4
AUT,1996,22.3
AUT,1997,19.7
AUT,1998,19.5
AUT,1999,19.3
AUT,2000,19.4
AUT,2001,18
AUT,2002,18.6
AUT,2003,17.4
AUT,2004,16.7
AUT,2005,16.2
AUT,2006,14.7
AUT,2007,14.6
AUT,2008,14.1
AUT,2009,14.1
AUT,2010,13.9
AUT,2011,14.1
AUT,2012,13.7
AUT,2013,13.6
AUT,2014,13.9
AUT,2015,12.9
AUT,2016,12.2
AUT,2017,12.4
AUT,2018,12.1
AUT,2019,11
BEL,1960,16.3
BEL,1961,16.2
BEL,1962,15
BEL,1963,15.6
BEL,1964,15.5
BEL,1965,16.7
BEL,1966,16
BEL,1967,16.6
BEL,1968,17.1
BEL,1969,16.8
BEL,1970,18.2
BEL,1971,17
BEL,1972,17
BEL,1973,16.4
BEL,1974,17.1
BEL,1975,17.5
BEL,1976,17.9
BEL,1977,20.3
BEL,1978,22
BEL,1979,22.7
BEL,1980,23.4
BEL,1981,23
BEL,1982,22.8
BEL,1983,23.8
BEL,1984,24.6
BEL,1985,23.8
BEL,1986,22.8
BEL,1987,23.1
BEL,1988,20.5
BEL,1989,19.5
BEL,1990,19.2
BEL,1991,18.1
BEL,1992,18.7
BEL,1993,21.3
BEL,1994,21
BEL,1995,21.1
BEL,1996,19.6
BEL,1997,20.9
BEL,1998,19.6
BEL,1999,17.8
BEL,2000,20.5
BEL,2001,20.5
BEL,2002,19.5
BEL,2003,19.7
BEL,2004,18.4
BEL,2005,18.6
BEL,2006,17.7
BEL,2007,16.7
BEL,2008,17.9
BEL,2009,17.9
BEL,2010,17.8
BEL,2011,18.1
BEL,2012,17.4
BEL,2013,16.2
BEL,2014,16.1
BEL,2015,15.8
BEL,2016,15.9
CAN,1960,10
CAN,1961,10.1
CAN,1962,9.4
CAN,1963,10
CAN,1964,10.8
CAN,1965,11.5
CAN,1966,11.1
CAN,1967,11.5
CAN,1968,12.2
CAN,1969,13.5
CAN,1970,13.8
CAN,1971,14.3
CAN,1972,14.2
CAN,1973,14.7
CAN,1974,14.7
CAN,1975,13.8
CAN,1976,14.2
CAN,1977,15.5
CAN,1978,16
CAN,1979,15.1
CAN,1980,15.1
CAN,1981,14.9
CAN,1982,15.2
CAN,1983,15.9
CAN,1984,14.3
CAN,1985,13.3
CAN,1986,14.9
CAN,1987,14.5
CAN,1988,13.8
CAN,1989,13.6
CAN,1990,12.8
CAN,1991,13.3
CAN,1992,13.2
CAN,1993,13.3
CAN,1994,13
CAN,1995,13.4
CAN,1996,13.3
CAN,1997,12.3
CAN,1998,12.2
CAN,1999,13.2
CAN,2000,11.5
CAN,2001,11.7
CAN,2002,11.5
CAN,2003,11.7
CAN,2004,11
CAN,2005,11.2
CAN,2006,10.8
CAN,2007,10.6
CAN,2008,10.7
CAN,2009,11.1
CAN,2010,11.1
CAN,2011,10.8
CAN,2012,10.8
CAN,2013,11.1
CAN,2014,11.5
CAN,2015,11.8
CAN,2016,10.6
CAN,2017,11
CZE,1986,23.3
CZE,1987,20.7
CZE,1988,20.9
CZE,1989,20.4
CZE,1990,21.4
CZE,1991,20.1
CZE,1992,20.7
CZE,1993,19.9
CZE,1994,19.2
CZE,1995,17.7
CZE,1996,15.8
CZE,1997,16.5
CZE,1998,15.9
CZE,1999,15.9
CZE,2000,16
CZE,2001,15.7
CZE,2002,14.9
CZE,2003,16.7
CZE,2004,15
CZE,2005,14.8
CZE,2006,13.1
CZE,2007,12.7
CZE,2008,12.6
CZE,2009,13.2
CZE,2010,13.5
CZE,2011,14.3
CZE,2012,14.7
CZE,2013,14.2
CZE,2014,13.3
CZE,2015,12.3
CZE,2016,11.7
CZE,2017,12.4
CZE,2018,12
CZE,2019,10.4
DNK,1960,22.8
DNK,1961,19.1
DNK,1962,21.7
DNK,1963,21.5
DNK,1964,23.6
DNK,1965,21.5
DNK,1966,19.8
DNK,1967,19.5
DNK,1968,22.8
DNK,1969,23.1
DNK,1970,23.7
DNK,1971,27.3
DNK,1972,26.3
DNK,1973,26.2
DNK,1974,28.7
DNK,1975,26.3
DNK,1976,25.9
DNK,1977,26.1
DNK,1978,25.2
DNK,1979,27.7
DNK,1980,33.9
DNK,1981,31.7
DNK,1982,30.6
DNK,1983,29.8
DNK,1984,29.8
DNK,1985,28.6
DNK,1986,28.4
DNK,1987,28.4
DNK,1988,26.3
DNK,1989,27.1
DNK,1990,24.2
DNK,1991,22.4
DNK,1992,21.9
DNK,1993,22.1
DNK,1994,18.9
DNK,1995,17.5
DNK,1996,16.8
DNK,1997,15.4
DNK,1998,14.2
DNK,1999,14.2
DNK,2000,13.5
DNK,2001,13.3
DNK,2002,12.5
DNK,2003,11.5
DNK,2004,12
DNK,2005,11.3
DNK,2006,11.6
DNK,2007,10.3
DNK,2008,10.7
DNK,2009,10.8
DNK,2010,9.8
DNK,2011,10.2
DNK,2012,11.3
DNK,2013,10.3
DNK,2014,10.6
DNK,2015,9.4
DNK,2016,9.6
DNK,2017,9.5
DNK,2018,9.4
FIN,1960,24.4
FIN,1961,24.9
FIN,1962,25.6
FIN,1963,22.6
FIN,1964,23.9
FIN,1965,23.2
FIN,1966,22.5
FIN,1967,23.4
FIN,1968,25.3
FIN,1969,26.8
FIN,1970,23.8
FIN,1971,23.7
FIN,1972,26
FIN,1973,25.3
FIN,1974,26.4
FIN,1975,26.5
FIN,1976,26.7
FIN,1977,26.8
FIN,1978,26.9
FIN,1979,25.7
FIN,1980,26.1
FIN,1981,24.3
FIN,1982,24.6
FIN,1983,24.7
FIN,1984,25.8
FIN,1985,25
FIN,1986,27.2
FIN,1987,27.6
FIN,1988,28.5
FIN,1989,28.7
FIN,1990,30.2
FIN,1991,29.7
FIN,1992,28.6
FIN,1993,27.4
FIN,1994,27.2
FIN,1995,26.9
FIN,1996,24
FIN,1997,25.5
FIN,1998,23.5
FIN,1999,23.1
FIN,2000,22.1
FIN,2001,22.8
FIN,2002,20.7
FIN,2003,20.1
FIN,2004,20
FIN,2005,18.3
FIN,2006,19.6
FIN,2007,18.2
FIN,2008,19
FIN,2009,18.9
FIN,2010,17.3
FIN,2011,16.4
FIN,2012,15.6
FIN,2013,15.8
FIN,2014,14.1
FIN,2016,13.9
FIN,2017,14.6
FIN,2018,14.2
FRA,1960,18.2
FRA,1961,18.1
FRA,1962,17.3
FRA,1963,17.8
FRA,1964,17.2
FRA,1965,17.3
FRA,1966,17.9
FRA,1967,17.9
FRA,1968,17.5
FRA,1969,17.6
FRA,1970,17.3
FRA,1971,17.2
FRA,1972,18
FRA,1973,17.3
FRA,1974,17.3
FRA,1975,17.3
FRA,1976,17.3
FRA,1977,17.9
FRA,1978,18.7
FRA,1979,20.1
FRA,1980,20.7
FRA,1981,20.9
FRA,1982,22.3
FRA,1983,23.1
FRA,1984,23.3
FRA,1985,23.8
FRA,1986,24.2
FRA,1987,22.9
FRA,1988,21.6
FRA,1989,21.5
FRA,1990,20.8
FRA,1991,20.7
FRA,1992,20.8
FRA,1993,21.6
FRA,1994,21
FRA,1995,20.4
FRA,1996,19.4
FRA,1997,19
FRA,1998,18
FRA,1999,17.5
FRA,2000,18.2
FRA,2001,17.5
FRA,2002,17.6
FRA,2003,17.8
FRA,2004,17.5
FRA,2005,17.1
FRA,2006,16.5
FRA,2007,15.8
FRA,2008,16.1
FRA,2009,16.2
FRA,2010,15.9
FRA,2011,15.8
FRA,2012,14.6
FRA,2013,14.3
FRA,2014,13.1
FRA,2015,13.1
FRA,2016,12.3
DEU,1990,17.1
DEU,1991,17.1
DEU,1992,16.3
DEU,1993,15.2
DEU,1994,15.2
DEU,1995,15.3
DEU,1996,14.4
DEU,1997,14.4
DEU,1998,13.6
DEU,1999,12.9
DEU,2000,12.8
DEU,2001,12.8
DEU,2002,12.7
DEU,2003,12.6
DEU,2004,12
DEU,2005,11.4
DEU,2006,10.7
DEU,2007,10.2
DEU,2008,10.3
DEU,2009,10.3
DEU,2010,10.8
DEU,2011,10.8
DEU,2012,10.5
DEU,2013,10.8
DEU,2014,10.8
DEU,2015,10.6
DEU,2016,10.2
DEU,2017,9.5
DEU,2018,9.6
DEU,2019,9.2
GRC,1961,5.2
GRC,1962,4
GRC,1963,4.5
GRC,1964,3.8
GRC,1965,3.7
GRC,1966,3.7
GRC,1967,4.1
GRC,1968,4.3
GRC,1969,4.2
GRC,1970,3.6
GRC,1971,3.8
GRC,1972,3.1
GRC,1973,3.4
GRC,1974,3.8
GRC,1975,3.1
GRC,1976,3.1
GRC,1977,3.6
GRC,1978,3.2
GRC,1979,3.2
GRC,1980,3.6
GRC,1981,3.6
GRC,1982,3.8
GRC,1983,3.9
GRC,1984,4.1
GRC,1985,4.3
GRC,1986,4.1
GRC,1987,4.3
GRC,1988,4.2
GRC,1989,3.9
GRC,1990,3.5
GRC,1991,3.8
GRC,1992,3.4
GRC,1993,4
GRC,1994,3.4
GRC,1995,3.5
GRC,1996,3.3
GRC,1997,3.4
GRC,1998,3.6
GRC,1999,3.4
GRC,2000,3.4
GRC,2001,2.9
GRC,2002,2.8
GRC,2003,3.3
GRC,2004,3
GRC,2005,3.4
GRC,2006,3.3
GRC,2007,2.8
GRC,2008,3.1
GRC,2009,3.2
GRC,2010,3.1
GRC,2011,3.9
GRC,2012,4.2
GRC,2013,4.5
GRC,2014,4.7
GRC,2015,4.4
GRC,2016,4
GRC,2017,4.4
GRC,2018,4.7
HUN,1960,29.6
HUN,1961,30.2
HUN,1962,29.6
HUN,1963,31.8
HUN,1964,33.6
HUN,1965,34.7
HUN,1966,34
HUN,1967,35.6
HUN,1968,38.1
HUN,1969,37.2
HUN,1970,38.7
HUN,1971,40.4
HUN,1972,40.4
HUN,1973,40.9
HUN,1974,44.6
HUN,1975,42
HUN,1976,44.6
HUN,1977,43.9
HUN,1978,47.3
HUN,1979,48.7
HUN,1980,49.3
HUN,1981,49.7
HUN,1982,47.1
HUN,1983,49.6
HUN,1984,49.5
HUN,1985,47.5
HUN,1986,48.3
HUN,1987,47.9
HUN,1988,43.7
HUN,1989,43.8
HUN,1990,42.3
HUN,1991,40.6
HUN,1992,40.4
HUN,1993,37.4
HUN,1994,36.6
HUN,1995,33.8
HUN,1996,34.2
HUN,1997,32.2
HUN,1998,32.1
HUN,1999,33.8
HUN,2000,33
HUN,2001,29.1
HUN,2002,27.8
HUN,2003,27.1
HUN,2004,26.5
HUN,2005,25.2
HUN,2006,23.4
HUN,2007,23.3
HUN,2008,23.4
HUN,2009,23.3
HUN,2010,23.4
HUN,2011,22.8
HUN,2012,22
HUN,2013,19.4
HUN,2014,17.8
HUN,2015,17.3
HUN,2016,16.2
HUN,2017,15.1
HUN,2018,15.2
HUN,2019,14.2
ISL,1960,10.4
ISL,1961,13.3
ISL,1962,11.7
ISL,1963,10.6
ISL,1964,11.8
ISL,1965,16.2
ISL,1966,24.2
ISL,1967,22.1
ISL,1968,9.7
ISL,1969,12.7
ISL,1970,17.3
ISL,1971,6.6
ISL,1972,10.7
ISL,1973,16.4
ISL,1974,12.6
ISL,1975,12.8
ISL,1976,10.9
ISL,1977,11.2
ISL,1978,12.4
ISL,1979,16
ISL,1980,12.8
ISL,1981,7.7
ISL,1982,10.1
ISL,1983,20.1
ISL,1984,21.2
ISL,1985,15.3
ISL,1986,17.6
ISL,1987,17.6
ISL,1988,16.3
ISL,1989,9.6
ISL,1990,16.2
ISL,1991,15.4
ISL,1992,11.4
ISL,1993,10.9
ISL,1994,10.2
ISL,1995,10.7
ISL,1996,13.5
ISL,1997,13.7
ISL,1998,11.3
ISL,1999,11.4
ISL,2000,18.1
ISL,2001,12.8
ISL,2002,10.3
ISL,2003,9.8
ISL,2004,12.5
ISL,2005,11.5
ISL,2006,10.8
ISL,2007,12
ISL,2008,12.4
ISL,2009,11.8
ISL,2010,14.8
ISL,2011,8.7
ISL,2012,11.6
ISL,2013,16
ISL,2014,13.8
ISL,2015,12.3
ISL,2016,12.1
ISL,2017,9.7
ISL,2018,9.7
ISL,2019,10.9
IRL,1960,3.5
IRL,1961,3.8
IRL,1962,2.2
IRL,1963,3
IRL,1964,2.5
IRL,1965,2.1
IRL,1966,2.9
IRL,1967,3
IRL,1968,3
IRL,1969,2.2
IRL,1970,2.1
IRL,1971,3.4
IRL,1972,3.7
IRL,1973,4.2
IRL,1974,4.7
IRL,1975,5.7
IRL,1976,6.8
IRL,1977,5.5
IRL,1978,6
IRL,1979,6.7
IRL,1980,7.8
IRL,1981,7.9
IRL,1982,8.4
IRL,1983,9.4
IRL,1984,7.9
IRL,1985,9.1
IRL,1986,9.3
IRL,1987,8.2
IRL,1988,8.7
IRL,1989,9.2
IRL,1990,10.9
IRL,1991,10.8
IRL,1992,11.2
IRL,1993,10
IRL,1994,11.9
IRL,1995,11.8
IRL,1996,11.6
IRL,1997,13.1
IRL,1998,13.7
IRL,1999,11.6
IRL,2000,12.3
IRL,2001,12.8
IRL,2002,11.4
IRL,2003,11.5
IRL,2004,11.5
IRL,2005,10.8
IRL,2006,10.6
IRL,2007,10.4
IRL,2008,11.5
IRL,2009,11.7
IRL,2010,10.8
IRL,2011,12.2
IRL,2012,12.1
IRL,2013,10.9
IRL,2014,10.7
IRL,2015,9.3
ITA,1960,7.3
ITA,1961,6.5
ITA,1962,6.4
ITA,1963,6.2
ITA,1964,6.5
ITA,1965,6.5
ITA,1966,6.1
ITA,1967,6.5
ITA,1968,6.3
ITA,1969,6.3
ITA,1970,6.7
ITA,1971,6.8
ITA,1972,6.7
ITA,1973,6.6
ITA,1974,6.1
ITA,1975,6.3
ITA,1976,6.3
ITA,1977,6.9
ITA,1978,7.1
ITA,1979,7.6
ITA,1980,7.9
ITA,1981,7.4
ITA,1982,8
ITA,1983,8.1
ITA,1984,8.3
ITA,1985,8.8
ITA,1986,8.5
ITA,1987,8.1
ITA,1988,7.8
ITA,1989,7.6
ITA,1990,7.6
ITA,1991,7.7
ITA,1992,7.8
ITA,1993,8
ITA,1994,7.7
ITA,1995,7.7
ITA,1996,7.8
ITA,1997,7.7
ITA,1998,7.4
ITA,1999,6.7
ITA,2000,6.7
ITA,2001,6.5
ITA,2002,6.5
ITA,2003,6.4
ITA,2004,6.2
ITA,2005,5.8
ITA,2006,5.6
ITA,2007,5.7
ITA,2008,5.8
ITA,2009,5.9
ITA,2010,5.8
ITA,2011,6.2
ITA,2012,6.3
ITA,2013,6.3
ITA,2014,6
ITA,2015,5.7
ITA,2016,5.5
ITA,2017,5.6
JPN,1960,27.7
JPN,1961,25.7
JPN,1962,23.5
JPN,1963,21.8
JPN,1964,21.1
JPN,1965,20.8
JPN,1966,20.9
JPN,1967,19.5
JPN,1968,20.4
JPN,1969,20.3
JPN,1970,21
JPN,1971,20.8
JPN,1972,22.3
JPN,1973,22.9
JPN,1974,22.9
JPN,1975,23
JPN,1976,22.1
JPN,1977,22.2
JPN,1978,21.7
JPN,1979,21.9
JPN,1980,21.1
JPN,1981,20.4
JPN,1982,20.5
JPN,1983,24.3
JPN,1984,23.3
JPN,1985,22.1
JPN,1986,23.8
JPN,1987,21.7
JPN,1988,20.5
JPN,1989,18.7
JPN,1990,17.5
JPN,1991,16.9
JPN,1992,17.4
JPN,1993,16.7
JPN,1994,16.8
JPN,1995,16.9
JPN,1996,17.2
JPN,1997,18
JPN,1998,23.9
JPN,1999,23.4
JPN,2000,22.3
JPN,2001,21.4
JPN,2002,21.7
JPN,2003,23.3
JPN,2004,21.9
JPN,2005,22.1
JPN,2006,21.6
JPN,2007,22.1
JPN,2008,21.8
JPN,2009,22.2
JPN,2010,21.2
JPN,2011,20.9
JPN,2012,19.1
JPN,2013,18.7
JPN,2014,17.6
JPN,2015,16.6
JPN,2016,15.2
JPN,2017,14.9
JPN,2018,14.7
KOR,1985,11.2
KOR,1986,10.3
KOR,1987,9.7
KOR,1988,8.4
KOR,1989,8.6
KOR,1990,8.8
KOR,1991,8.4
KOR,1992,9.5
KOR,1993,11.3
KOR,1994,11.5
KOR,1995,12.7
KOR,1996,15.2
KOR,1997,15.8
KOR,1998,22
KOR,1999,18.2
KOR,2000,16.8
KOR,2001,18.1
KOR,2002,22.9
KOR,2003,28.3
KOR,2004,29.7
KOR,2005,30.1
KOR,2006,26.4
KOR,2007,28.9
KOR,2008,29
KOR,2009,33.8
KOR,2010,33.5
KOR,2011,33.3
KOR,2012,29.1
KOR,2013,28.7
KOR,2014,26.7
KOR,2015,25.8
KOR,2016,24.6
KOR,2017,23
KOR,2018,24.7
KOR,2019,24.6
LUX,1967,14.2
LUX,1968,12.9
LUX,1969,16.4
LUX,1970,15.7
LUX,1971,14.7
LUX,1972,15.5
LUX,1973,13.8
LUX,1974,13.5
LUX,1975,11.1
LUX,1976,14.8
LUX,1977,16.5
LUX,1978,18.9
LUX,1979,21.5
LUX,1980,13.8
LUX,1981,17
LUX,1982,22
LUX,1983,23.2
LUX,1984,18.6
LUX,1985,16
LUX,1986,13.8
LUX,1987,19.6
LUX,1988,18.2
LUX,1989,19.6
LUX,1990,17.9
LUX,1991,19.8
LUX,1992,15
LUX,1993,16.1
LUX,1994,18.8
LUX,1995,15.2
LUX,1996,17.5
LUX,1997,19.6
LUX,1998,14.9
LUX,1999,16.2
LUX,2000,14.5
LUX,2001,16.8
LUX,2002,19.2
LUX,2003,10.8
LUX,2004,13.5
LUX,2005,10.5
LUX,2006,13.5
LUX,2007,16.2
LUX,2008,8.4
LUX,2009,9.3
LUX,2010,10.3
LUX,2011,10.4
LUX,2012,9.4
LUX,2013,7.3
LUX,2014,11.8
LUX,2015,11.1
LUX,2016,7.2
LUX,2017,8.5
LUX,2018,6.6
MEX,1969,1.1
MEX,1970,1.8
MEX,1971,1.1
MEX,1972,1.2
MEX,1973,1
MEX,1979,2.6
MEX,1980,2.2
MEX,1981,2.6
MEX,1982,2.6
MEX,1983,2.3
MEX,1984,2
MEX,1985,3
MEX,1986,3.3
MEX,1987,3.2
MEX,1988,3.1
MEX,1989,3.5
MEX,1990,3.4
MEX,1991,3.5
MEX,1992,3.7
MEX,1993,3.8
MEX,1994,4.2
MEX,1995,4.3
MEX,1996,4.1
MEX,1997,4.2
MEX,1998,4.1
MEX,1999,4
MEX,2000,4.4
MEX,2001,4.5
MEX,2002,4.4
MEX,2003,4.6
MEX,2004,4.6
MEX,2005,4.9
MEX,2006,4.5
MEX,2007,4.5
MEX,2008,4.7
MEX,2009,5
MEX,2010,4.9
MEX,2011,5.1
MEX,2012,4.9
MEX,2013,5.1
MEX,2014,5.5
MEX,2015,5.5
MEX,2016,5.4
MEX,2017,5.5
NLD,1960,8.9
NLD,1961,8.8
NLD,1962,8.7
NLD,1963,8.2
NLD,1964,8.5
NLD,1965,9.2
NLD,1966,9.1
NLD,1967,7.9
NLD,1968,8
NLD,1969,9.2
NLD,1970,10.1
NLD,1971,10.3
NLD,1972,10.1
NLD,1973,10.4
NLD,1974,11
NLD,1975,10.6
NLD,1976,11.2
NLD,1977,10.7
NLD,1978,11.1
NLD,1979,12
NLD,1980,11.4
NLD,1981,11.3
NLD,1982,12
NLD,1983,13.3
NLD,1984,13.5
NLD,1985,12
NLD,1986,11.7
NLD,1987,11.6
NLD,1988,10.9
NLD,1989,10.6
NLD,1990,10
NLD,1991,11
NLD,1992,10.7
NLD,1993,10.3
NLD,1994,10.4
NLD,1995,9.8
NLD,1996,10.2
NLD,1997,10.1
NLD,1998,9.6
NLD,1999,9.6
NLD,2000,9.4
NLD,2001,9.1
NLD,2002,9.6
NLD,2003,9.2
NLD,2004,9.1
NLD,2005,9.4
NLD,2006,9.1
NLD,2007,8
NLD,2008,8.4
NLD,2009,8.9
NLD,2010,9.2
NLD,2011,9.5
NLD,2012,10
NLD,2013,10.5
NLD,2014,10.4
NLD,2015,10.5
NLD,2016,10.5
NLD,2017,10.6
NLD,2018,10
NZL,1960,12.4
NZL,1961,10.8
NZL,1962,11
NZL,1963,12.5
NZL,1964,10.4
NZL,1965,12.1
NZL,1966,12
NZL,1967,13.2
NZL,1968,12.3
NZL,1969,12.8
NZL,1970,12.2
NZL,1971,10.5
NZL,1972,11.2
NZL,1973,11.2
NZL,1974,11.3
NZL,1975,11.9
NZL,1976,11.5
NZL,1977,14.1
NZL,1978,12.5
NZL,1979,11.6
NZL,1980,12.4
NZL,1981,11.9
NZL,1982,13.2
NZL,1983,12.2
NZL,1984,13.4
NZL,1985,11.3
NZL,1986,13.8
NZL,1987,15
NZL,1988,15.3
NZL,1989,14.4
NZL,1990,14
NZL,1991,13.7
NZL,1992,14.5
NZL,1993,12.5
NZL,1994,14.6
NZL,1995,15.1
NZL,1996,14.7
NZL,1997,15.1
NZL,1998,15.5
NZL,1999,13.7
NZL,2000,12.3
NZL,2001,13.5
NZL,2002,12.2
NZL,2003,13.3
NZL,2004,12.4
NZL,2005,12.7
NZL,2006,12.7
NZL,2007,11.9
NZL,2008,12.3
NZL,2009,12
NZL,2010,12.4
NZL,2011,11.3
NZL,2012,12.5
NZL,2013,11.8
NZL,2014,11.5
NZL,2015,11.7
NZL,2016,12
NOR,1960,6.9
NOR,1961,7.3
NOR,1962,8.5
NOR,1963,8.8
NOR,1964,8
NOR,1965,8.4
NOR,1966,7.6
NOR,1967,7.5
NOR,1968,8.8
NOR,1969,8.9
NOR,1970,9.2
NOR,1971,8.9
NOR,1972,9.7
NOR,1973,9.4
NOR,1974,11.3
NOR,1975,10.7
NOR,1976,11.6
NOR,1977,12.3
NOR,1978,12.4
NOR,1979,13
NOR,1980,13.1
NOR,1981,13.6
NOR,1982,14.9
NOR,1983,15.6
NOR,1984,15
NOR,1985,14.6
NOR,1986,14.4
NOR,1987,16
NOR,1988,17.3
NOR,1989,15.9
NOR,1990,15.7
NOR,1991,16.2
NOR,1992,14.5
NOR,1993,13.7
NOR,1994,12.4
NOR,1995,12.7
NOR,1996,11.8
NOR,1997,12.3
NOR,1998,12.5
NOR,1999,13.4
NOR,2000,12.3
NOR,2001,12.4
NOR,2002,11
NOR,2003,11.1
NOR,2004,11.8
NOR,2005,11.6
NOR,2006,11.5
NOR,2007,10.5
NOR,2008,10.6
NOR,2009,11.9
NOR,2010,11.2
NOR,2011,12.1
NOR,2012,10.2
NOR,2013,10.8
NOR,2014,10.5
NOR,2015,11.1
NOR,2016,11.6
POL,1960,9.9
POL,1961,10.6
POL,1962,11.3
POL,1963,10.3
POL,1964,10.6
POL,1965,11
POL,1966,11.9
POL,1967,12
POL,1968,12.5
POL,1969,12.9
POL,1970,13.1
POL,1971,13.3
POL,1972,13.3
POL,1973,13.1
POL,1974,12.5
POL,1975,12.4
POL,1976,13.2
POL,1977,13.5
POL,1978,14.3
POL,1979,13.7
POL,1983,13.3
POL,1984,15.2
POL,1985,14.6
POL,1986,14.3
POL,1987,14.6
POL,1988,13.5
POL,1989,12.5
POL,1990,14.3
POL,1991,15.2
POL,1992,16.2
POL,1993,15.8
POL,1994,15.4
POL,1995,15.2
POL,1996,14.9
POL,1999,15.3
POL,2000,15.6
POL,2001,15.4
POL,2002,15.5
POL,2003,15.2
POL,2004,15.6
POL,2005,15.5
POL,2006,14.8
POL,2007,13.4
POL,2008,14.4
POL,2009,16.3
POL,2010,15.9
POL,2011,15.3
POL,2012,15.8
POL,2013,15.5
POL,2014,14.8
POL,2015,13.5
POL,2016,11.6
POL,2017,11.1
POL,2018,11.1
PRT,1960,11.7
PRT,1961,11.8
PRT,1962,11.1
PRT,1963,12.4
PRT,1964,12.6
PRT,1965,12.6
PRT,1966,12.6
PRT,1967,12.9
PRT,1968,12.3
PRT,1969,11.8
PRT,1970,10.6
PRT,1971,10.9
PRT,1972,10.5
PRT,1973,10.8
PRT,1974,10.7
PRT,1975,10.4
PRT,1976,11
PRT,1977,11.2
PRT,1978,11.6
PRT,1979,12
PRT,1980,9
PRT,1981,9.3
PRT,1982,9.7
PRT,1983,10.9
PRT,1984,11.6
PRT,1985,11.1
PRT,1986,10.6
PRT,1987,10.6
PRT,1988,9
PRT,1989,8.1
PRT,1990,9.3
PRT,1991,10
PRT,1992,9.2
PRT,1993,8.1
PRT,1994,7.9
PRT,1995,8.2
PRT,1996,6.7
PRT,1997,6.2
PRT,1998,5.4
PRT,1999,5.2
PRT,2000,5
PRT,2001,7.1
PRT,2002,11.2
PRT,2003,10.6
PRT,2007,8.9
PRT,2008,9
PRT,2009,8.9
PRT,2010,9.3
PRT,2011,8.6
PRT,2012,9
PRT,2013,8.7
PRT,2014,10.2
PRT,2015,9.3
PRT,2016,8.1
PRT,2017,8.8
PRT,2018,8.2
SVK,1992,16.8
SVK,1993,15.4
SVK,1994,14.3
SVK,1995,15.1
SVK,1996,13.5
SVK,1997,12.9
SVK,1998,13.1
SVK,1999,13.6
SVK,2000,14.2
SVK,2001,13.5
SVK,2002,13.9
SVK,2003,14.3
SVK,2004,12.5
SVK,2005,12.6
SVK,2008,10.7
SVK,2009,10.8
SVK,2010,11.3
SVK,2012,10.2
SVK,2013,10.9
SVK,2014,9.7
ESP,1960,7.2
ESP,1961,6.8
ESP,1962,6.3
ESP,1963,6.3
ESP,1964,6.4
ESP,1965,6.1
ESP,1966,6
ESP,1967,5.8
ESP,1968,5.6
ESP,1969,5.7
ESP,1971,5.6
ESP,1972,5.7
ESP,1973,5.4
ESP,1974,5.1
ESP,1975,4.8
ESP,1976,5.1
ESP,1977,5
ESP,1978,4.9
ESP,1979,5
ESP,1980,5.2
ESP,1981,5.3
ESP,1982,5.7
ESP,1983,6.6
ESP,1984,7.4
ESP,1985,7.4
ESP,1986,7.9
ESP,1987,7.9
ESP,1988,8.2
ESP,1989,8.2
ESP,1990,8
ESP,1991,7.8
ESP,1992,7.4
ESP,1993,8
ESP,1994,8.2
ESP,1995,8
ESP,1996,8.4
ESP,1997,8.4
ESP,1998,8
ESP,1999,7.8
ESP,2000,8.1
